"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 15:49:39","Молочная продукция","Иркутская область","Иркутская обл, г Братск, жилрайон Центральный, ул Пихтовая, 76","465947380440700709506482","0104603731310040215xV=fe",,"","2025-06-15 17:44:00","3849058599","3b2043c3-4faf-46b9-ac73-58d4760afbf9","Нет",,,,,,,,"04603731310040","0da88a46-99b8-4538-b2f3-1d22c474f766","Братск","7380440700709506","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 15:14:45","Молочная продукция","Иркутская область","Иркутская обл, г Братск, жилрайон Центральный, ул Пихтовая, 76","465867380440700709506482","0104603731310040215gqmvQ",,"","2025-06-15 17:10:00","3849058599","2be4305a-151d-4d68-adfc-70f1e50e85df","Нет",,,,,,,,"04603731310040","0da88a46-99b8-4538-b2f3-1d22c474f766","Братск","7380440700709506","Да"
