"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:38:51","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43863738044070013672723","0104602358004721215r=zFV",,"0008180969026672","2025-06-15 15:27:00","2724235106","a9593b5c-9206-472b-8796-787e594d9bcf","Нет",,,,,,,,"04602358004721","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:38:51","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43863738044070013672723","0104602358004752215=mtdQ",,"0008180969026672","2025-06-15 15:27:00","2724235106","523049cc-9ca9-4b51-9f28-393b5b7a9394","Нет",,,,,,,,"04602358004752","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:38:51","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43863738044070013672723","01046023580047212154NwA=",,"0008180969026672","2025-06-15 15:27:00","2724235106","f52c0359-8c91-4cc2-a991-785828d4f1e4","Нет",,,,,,,,"04602358004721","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:34:44","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43862738044070013672723","0104606599004977215//ZuC",,"0008180969026672","2025-06-15 15:26:00","2724235106","c2f7042f-d089-4cad-9f6e-5992d1ac8987","Нет",,,,,,,,"04606599004977","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:27:05","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171757281440701628191482","0104660214292545215Jb_0a",,"","2025-06-15 15:18:00","2724235106","f2fcf1ca-fb6b-49a5-8f18-442b64b57f61","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:27:05","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171757281440701628191482","0104660214292538215R_)_L",,"","2025-06-15 15:18:00","2724235106","98f0670d-23cb-42b9-a1ca-c26f25af2513","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:27:05","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171757281440701628191482","0104660214292545215NAJ:V",,"","2025-06-15 15:18:00","2724235106","6361cd6e-92cc-440a-a1f4-00174c4d55cd","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:27:05","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171757281440701628191482","0104660214292538215RcQ((",,"","2025-06-15 15:18:00","2724235106","4fb2976f-a520-4dac-af35-221aa87d76c7","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:18:50","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43860738044070013672723","0104680062940016215;xC4X",,"0008180969026672","2025-06-15 15:14:00","2724235106","4e09e3c5-ab22-4830-8a84-9ddbf5a56343","Нет",,,,,,,,"04680062940016","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:18:50","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43860738044070013672723","0104680062940016215;X5?o",,"0008180969026672","2025-06-15 15:14:00","2724235106","2eba8671-1b69-4e0f-ade3-faad3bb59259","Нет",,,,,,,,"04680062940016","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:18:49","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43860738044070013672723","0104607035080104215p2NaX",,"0008180969026672","2025-06-15 15:14:00","2724235106","fb251d88-35d9-4fdd-8f2a-3a25b20eb200","Нет",,,,,,,,"04607035080104","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:17:06","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43855738044070013672723","0104606599003758215hX_jH",,"0008180969026672","2025-06-15 15:04:00","2724235106","82583a8f-ebe6-42a2-9424-72455e55f746","Нет",,,,,,,,"04606599003758","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:17:06","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43855738044070013672723","0104606779667909215M,IgA",,"0008180969026672","2025-06-15 15:04:00","2724235106","32877339-3ef7-42a3-851d-8a7710482d19","Нет",,,,,,,,"04606779667909","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:17:06","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43855738044070013672723","0104606779667909215mYHSr",,"0008180969026672","2025-06-15 15:04:00","2724235106","48cbf96b-79da-4bd8-acfe-25b77b5cfedd","Нет",,,,,,,,"04606779667909","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:17:06","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43855738044070013672723","0104606779667909215GiXf(",,"0008180969026672","2025-06-15 15:04:00","2724235106","085fe061-01d2-4f5d-9e98-9c82e6ae48c5","Нет",,,,,,,,"04606779667909","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 11:17:06","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43855738044070013672723","0104606779667909215'WE-i",,"0008180969026672","2025-06-15 15:04:00","2724235106","4bb077ab-b8f5-4695-818a-436a2624f013","Нет",,,,,,,,"04606779667909","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:13:35","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","178167380440801740631482","0104660214292538215altj&",,"","2025-06-15 15:01:00","2724235106","24b6f44b-f133-4e0c-bb7f-dc165566bc75","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:13:35","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","178167380440801740631482","0104660214292538215-KVoe",,"","2025-06-15 15:01:00","2724235106","f2cbf17f-287d-46aa-892f-6c2640d86b51","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:13:35","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","178167380440801740631482","0104660214292538215-pCw1",,"","2025-06-15 15:01:00","2724235106","21c94766-d976-4881-aa79-7997447554ed","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:13:35","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171657281440701628191482","0104660214292545215Hr7,v",,"","2025-06-15 15:00:00","2724235106","0a0124bf-1fb0-4543-986b-c02b25701e3a","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:08:57","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вагонная, 13, к 3","16597380440801739457482","0104607954670769215orPDt",,"","2025-06-15 14:59:00","2724235106","7c9773d6-e70a-4678-b803-c6a36e3e3ec8","Нет",,,,,,,,"04607954670769","62c6fb95-688f-47db-a1e7-1b0be81703bd","Комсомольск-на-Амуре","7380440801739457","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:40:10","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171517281440701628191482","0104660214292545215Hqkk*",,"","2025-06-15 14:35:00","2724235106","1fae808d-d46c-4bb4-8258-a2900c949344","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:40:10","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171517281440701628191482","0104660214292538215R)l,A",,"","2025-06-15 14:35:00","2724235106","7c8fb963-536d-47de-bfbc-4aa24870758d","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:40:10","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171517281440701628191482","0104660214292545215ffcW3",,"","2025-06-15 14:35:00","2724235106","444e2da3-c212-48b7-8d03-138ca0a676a3","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:40:10","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171517281440701628191482","0104660214292545215HjZ6I",,"","2025-06-15 14:35:00","2724235106","04bf4d97-d149-48de-acb5-ca25894fc0a4","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:40:10","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171517281440701628191482","0104660214292538215/gSdU",,"","2025-06-15 14:35:00","2724235106","d008479d-e8d3-4131-9d76-567adf8cdc4a","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:40:10","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171517281440701628191482","0104660214292538215&8LeQ",,"","2025-06-15 14:35:00","2724235106","7fec3d42-6baa-4fcd-9cca-ac4ae49be313","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:34:00","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177997380440801740631482","0104660214292538215-lN""U",,"","2025-06-15 14:27:00","2724235106","26aec30b-c476-40a1-b68e-0408af3ec87c","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:34:00","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177997380440801740631482","0104660214292538215aN!6S",,"","2025-06-15 14:27:00","2724235106","d9a266e9-8276-4844-bbbe-189b0ac55777","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:29:04","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","59377284440700612402482","0104660214292538215/ObKQ",,"","2025-06-15 14:23:00","2724235106","7510adae-5dc0-4965-93b1-1e630842c0bb","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7284440700612402","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:29:04","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","59377284440700612402482","0104660214292545215HpQ8G",,"","2025-06-15 14:23:00","2724235106","255c6ea8-9945-4300-ae2f-ea1e74f123bf","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7284440700612402","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:29:04","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","59377284440700612402482","0104660214292545215FlB_a",,"","2025-06-15 14:23:00","2724235106","3c7eed6a-c873-4030-b6a2-5f840298395a","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7284440700612402","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 10:25:19","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43850738044070013672723","0104602358004721215A0rgI",,"0008180969026672","2025-06-15 14:18:00","2724235106","d8ea668a-b914-4a94-89a9-26f3dbcb4d49","Нет",,,,,,,,"04602358004721","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 10:23:05","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43849738044070013672723","0104607147564653215Bf)D=",,"0008180969026672","2025-06-15 14:16:00","2724235106","8a641e0d-8f93-4355-8a72-9d6b95dc5246","Нет",,,,,,,,"04607147564653","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:46:43","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171447281440701628191482","0104660214292538215/%gpG",,"","2025-06-15 13:43:00","2724235106","35dbadec-b4cf-41ad-b19b-14c837edc0f5","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:46:43","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171447281440701628191482","0104660214292538215*waRM",,"","2025-06-15 13:43:00","2724235106","d1612ca6-a7b1-4909-8cf2-b0ee8a2b19a9","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:40:31","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43848738044070013672723","0104607147564707215*;JrG",,"0008180969026672","2025-06-15 13:37:00","2724235106","7bdf7aa4-fabc-438a-89b6-8efc2f4d235a","Нет",,,,,,,,"04607147564707","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:39:55","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171397281440701628191482","0104660214292545215ff_pU",,"","2025-06-15 13:36:00","2724235106","07eff5fc-669b-479d-a876-1647bb2d645d","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:39:55","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171387281440701628191482","0104660214292545215FLrgR",,"","2025-06-15 13:34:00","2724235106","13a6463b-a620-4c03-8808-feb92d7724ef","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:39:51","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43847738044070013672723","0104607065608026215dS?/p",,"0008180969026672","2025-06-15 13:34:00","2724235106","a4f8582c-c736-4eff-be05-5425f72ed9e4","Нет",,,,,,,,"04607065608026","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:33:01","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171347281440701628191482","0104660214292538215sqhfC",,"","2025-06-15 13:30:00","2724235106","b02f019d-6628-4432-b10a-d4ca59347536","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177737380440801740631482","0104660214292538215An60I",,"","2025-06-15 13:21:00","2724235106","403cf8d8-0f6d-42e7-bcb3-9652406563c3","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177737380440801740631482","0104660214292538215Altar",,"","2025-06-15 13:21:00","2724235106","a95a192e-0646-4bbd-985f-6150eb5ce3f3","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43844738044070013672723","01046071687865222159""BJW",,"0008180969026672","2025-06-15 13:24:00","2724235106","7da5af73-1a65-44a9-ae30-47e9c47a8313","Нет",,,,,,,,"04607168786522","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43841738044070013672723","0104607168786522215TZ=UI",,"0008180969026672","2025-06-15 13:21:00","2724235106","59b5ae84-47a3-44f3-8355-2883ac4d3e66","Нет",,,,,,,,"04607168786522","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43842738044070013672723","0104607168786522215VLz5_",,"0008180969026672","2025-06-15 13:22:00","2724235106","6826537f-65c2-4179-b726-e25d594db47d","Нет",,,,,,,,"04607168786522","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43841738044070013672723","0104680062940016215<9M?+",,"0008180969026672","2025-06-15 13:21:00","2724235106","fc8ccef9-abdf-42d0-9db8-28c31931637b","Нет",,,,,,,,"04680062940016","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43841738044070013672723","0104680062940016215<:r>S",,"0008180969026672","2025-06-15 13:21:00","2724235106","53769339-3121-4dbe-9d3c-7930573571f8","Нет",,,,,,,,"04680062940016","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43841738044070013672723","0104680062940016215<9SrB",,"0008180969026672","2025-06-15 13:21:00","2724235106","e0f80bbc-d2ea-4709-b073-3a488f639398","Нет",,,,,,,,"04680062940016","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:29:48","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43844738044070013672723","0104606599004977215kp8gE",,"0008180969026672","2025-06-15 13:24:00","2724235106","c4475fb1-c9a7-43ce-a6b1-d9309722a823","Нет",,,,,,,,"04606599004977","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:21:18","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171267281440701628191482","0104660214292545215ffJ2I",,"","2025-06-15 13:15:00","2724235106","8e7379b0-c377-499b-9fbc-551efe904dec","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:21:18","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171267281440701628191482","0104660214292538215&a+!b",,"","2025-06-15 13:15:00","2724235106","b63d41a7-69f0-4d38-bdaa-abdb9f600705","Нет",,,,,,,,"04660214292538","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:21:18","Молочная продукция","Еврейская автономная область","Еврейская Аобл, Облученский р-н, г Облучье, ул Денисова, 5А","171267281440701628191482","0104660214292545215fL1/k",,"","2025-06-15 13:15:00","2724235106","dd86d283-59ce-4b08-ba1c-61687aaa633e","Нет",,,,,,,,"04660214292545","9b8f585b-7a8f-4afa-bc30-2eafa51b86e0","Облученский","7281440701628191","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:19:03","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43838738044070013672723","0104607065606817215<M(lY",,"0008180969026672","2025-06-15 13:15:00","2724235106","f0b91e2e-15de-4161-8d39-dbffcd840609","Нет",,,,,,,,"04607065606817","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:19:03","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Горького, 59","43838738044070013672723","0104607065606817215fN6Yq",,"0008180969026672","2025-06-15 13:15:00","2724235106","04851700-d459-4a2e-bf15-cc0d6aa3a2dc","Нет",,,,,,,,"04607065606817","591d3d51-19e9-4c75-970b-e3d2048d4caf","Хабаровск","7380440700136727","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:07:50","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177657380440801740631482","0104660214292545215UBk&C",,"","2025-06-15 13:04:00","2724235106","de0b18fe-51a0-4eaf-878d-4eade7b558bb","Нет",,,,,,,,"04660214292545","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:07:50","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177647380440801740631482","0104660214292538215-q2Mq",,"","2025-06-15 13:03:00","2724235106","377c6f34-cd0a-4c02-b514-698663647f89","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:07:50","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177657380440801740631482","0104660214292545215xm,UD",,"","2025-06-15 13:04:00","2724235106","cc332c74-f091-4601-a930-9da6822e67a5","Нет",,,,,,,,"04660214292545","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:07:50","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Некрасовка, ул Ленина, 7","177647380440801740631482","0104660214292538215-tbfN",,"","2025-06-15 13:03:00","2724235106","a627bedf-c17a-4a5a-92af-c5850e4809cf","Нет",,,,,,,,"04660214292538","70945d19-8005-475b-a727-ea1a9188d392","Хабаровский","7380440801740631","Нет"
