"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:01:16","Пиво и пивные напитки","Красноярский край","Красноярский край, Большемуртинский р-н, пгт Большая Мурта, ул Советская, 161","2785738044080212214923","0104601501037760215Fpa_,:",,"0000480852018314","2025-06-14 15:58:00","2462221738","17812d41-78a9-4a2a-af32-9046e111baff","Нет",,,,,,,,"04601501037760","88a6704b-75d9-471a-a755-6ee54d57a5cc","Большемуртинский","7380440802122149","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:01:16","Пиво и пивные напитки","Красноярский край","Красноярский край, Большемуртинский р-н, пгт Большая Мурта, ул Советская, 161","2785738044080212214923","0104601501037760215S(wuFt",,"0000480852018314","2025-06-14 15:58:00","2462221738","05ef075a-68ad-4501-b585-8f01c1fe3e87","Нет",,,,,,,,"04601501037760","88a6704b-75d9-471a-a755-6ee54d57a5cc","Большемуртинский","7380440802122149","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:01:16","Пиво и пивные напитки","Красноярский край","Красноярский край, Большемуртинский р-н, пгт Большая Мурта, ул Советская, 161","2785738044080212214923","0104601501037760215PteGIb",,"0000480852018314","2025-06-14 15:58:00","2462221738","b6630c9d-ec87-46cf-bd59-17a3e1bc2205","Нет",,,,,,,,"04601501037760","88a6704b-75d9-471a-a755-6ee54d57a5cc","Большемуртинский","7380440802122149","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 09:01:16","Пиво и пивные напитки","Красноярский край","Красноярский край, Большемуртинский р-н, пгт Большая Мурта, ул Советская, 161","2785738044080212214923","0104601501037760215OWVZ5;",,"0000480852018314","2025-06-14 15:58:00","2462221738","d871b00b-6823-4533-b16c-30744c7166ec","Нет",,,,,,,,"04601501037760","88a6704b-75d9-471a-a755-6ee54d57a5cc","Большемуртинский","7380440802122149","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 07:57:01","Пиво и пивные напитки","Красноярский край","Красноярский край, Большемуртинский р-н, пгт Большая Мурта, ул Советская, 161","2752738044080212214923","0104601501037760215""jhHcO",,"0000480852018314","2025-06-14 14:53:00","2462221738","eb00d4cc-f653-4bcd-a3ef-ea73ba2cb549","Нет",,,,,,,,"04601501037760","88a6704b-75d9-471a-a755-6ee54d57a5cc","Большемуртинский","7380440802122149","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 07:13:51","Пиво и пивные напитки","Красноярский край","Красноярский край, Большемуртинский р-н, пгт Большая Мурта, ул Советская, 161","2728738044080212214923","0104601501037760215(=pR=;",,"0000480852018314","2025-06-14 14:10:00","2462221738","e41412fb-5cda-4255-9ac9-03fdc83fdadb","Нет",,,,,,,,"04601501037760","88a6704b-75d9-471a-a755-6ee54d57a5cc","Большемуртинский","7380440802122149","Нет"
"Разрешительный режим","Продажа товара без проверки КМ","2025-06-15 06:52:17","Пиво и пивные напитки","Красноярский край","Красноярский край, Большемуртинский р-н, пгт Большая Мурта, ул Советская, 161","2713738044080212214923","0104601501037760215)Y4.AQ",,"0000480852018314","2025-06-14 13:47:00","2462221738","2884960d-557f-4e6f-9220-b1743eb420fa","Нет",,,,,,,,"04601501037760","88a6704b-75d9-471a-a755-6ee54d57a5cc","Большемуртинский","7380440802122149","Нет"
