Сертификат,Код_группы,Название_группы,Успех,Код_ответа,ID_задачи,Ошибка_товарной_группы,Ошибка
Соколова Татьяна - тс22,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,35,Парфюмерия и косметика,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Соколова Татьяна - тс22,38,Лекарственные средства,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,1,Предметы одежды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,2,Обувные товары,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,3,Табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,4,Духи и туалетная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,5,Шины и покрышки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,6,Фотокамеры,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,8,Молочная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,9,Велосипеды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,35,Парфюмерия и косметика,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс54,38,Лекарственные средства,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,1,Предметы одежды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,2,Обувные товары,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,3,Табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,4,Духи и туалетная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,5,Шины и покрышки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,6,Фотокамеры,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,8,Молочная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,9,Велосипеды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,35,Парфюмерия и косметика,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс55,38,Лекарственные средства,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,1,Предметы одежды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,2,Обувные товары,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,3,Табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,4,Духи и туалетная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,5,Шины и покрышки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,6,Фотокамеры,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,8,Молочная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,9,Велосипеды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,35,Парфюмерия и косметика,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Лежнева Евгения - тс142,38,Лекарственные средства,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,1,Предметы одежды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,2,Обувные товары,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,3,Табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,4,Духи и туалетная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,5,Шины и покрышки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,6,Фотокамеры,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,8,Молочная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,9,Велосипеды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,35,Парфюмерия и косметика,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Костишина Наталья - тс25,38,Лекарственные средства,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,1,Предметы одежды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,2,Обувные товары,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,3,Табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,4,Духи и туалетная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,5,Шины и покрышки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,6,Фотокамеры,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,8,Молочная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,9,Велосипеды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,35,Парфюмерия и косметика,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
ТОРГСЕРВИС 75,38,Лекарственные средства,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,1,Предметы одежды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,2,Обувные товары,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,3,Табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,4,Духи и туалетная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,5,Шины и покрышки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,6,Фотокамеры,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,8,Молочная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,9,Велосипеды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,35,Парфюмерия и косметика,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс127,38,Лекарственные средства,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,1,Предметы одежды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,2,Обувные товары,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,3,Табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,4,Духи и туалетная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,5,Шины и покрышки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,6,Фотокамеры,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,8,Молочная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,9,Велосипеды,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,10,Медицинские изделия,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,11,Слабоалкогольные напитки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,12,Альтернативная табачная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,13,Упакованная вода,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,14,Товары из натурального меха,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,15,Пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,22,Безалкогольное пиво,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,23,Соковая продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,26,Ветеринарные препараты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,27,Игры и игрушки,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,28,Радиоэлектронная продукция,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,21,Морепродукты,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,17,БАДы,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
Дорофеева Светлана - тс27,19,Антисептики,НЕТ,400,,НЕТ,"{""error_message"":""Должно быть заполнено одно из полей: taskTypeId | name""}"
