"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:32:07","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Плахотного, 2А, к 3","181167384440800123405482","0104627175131030215sScPJ",,"","2025-06-15 12:25:00","5405475428","e13efb8c-ce40-41ad-bb05-3a0b74607827","Нет",,,,,,,,"04627175131030","2b698d07-d8b9-4580-8bd8-52b252e75808","Новосибирск","7384440800123405","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:27:04","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Плахотного, 2А, к 3","181117384440800123405482","0104627175131030215sWY<C",,"","2025-06-15 12:19:00","5405475428","b5701bf9-981f-41ec-966b-c1b34db50214","Нет",,,,,,,,"04627175131030","2b698d07-d8b9-4580-8bd8-52b252e75808","Новосибирск","7384440800123405","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:27:04","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Карбышева, 2","153997380440801963245482","0104627175131030215g8B_F",,"","2025-06-15 12:21:00","5405475428","2dbec8cc-236b-40dc-a4e6-ace12707141c","Нет",,,,,,,,"04627175131030","0e15c922-39b4-4688-b4e4-f91b320b7f03","Новосибирск","7380440801963245","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:22:53","Молочная продукция","Новосибирская область","Новосибирская обл, Новосибирский р-н, п Садовый, ул Пасечная, 1А","150667380440801736121482","0104627175131030215mI(RC",,"","2025-06-15 12:17:00","5405475428","01fc8d46-2269-40d5-9d26-fdfddb187b4c","Нет",,,,,,,,"04627175131030","498b3236-1277-4fca-aa41-42b57e505264","Новосибирский","7380440801736121","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:18:51","Молочная продукция","Новосибирская область","Новосибирская обл, Карасукский р-н, г Карасук, ул Кутузова, 8В","572547380440700615882482","0104627175131030215imY*T",,"","2025-06-15 12:15:00","5405475428","b23f6e91-b966-47ff-a3f9-077b9e2c175a","Нет",,,,,,,,"04627175131030","bbc43035-35ff-4b35-9c05-4ccd81863f06","Карасукский","7380440700615882","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:17:08","Молочная продукция","Новосибирская область","Новосибирская обл, Барабинский р-н, г Барабинск, ул Ермака, 12Б","546257380440800887084482","0104627175131030215U!clE",,"","2025-06-15 12:06:00","5405475428","9ad49d26-9c6a-4919-b69a-363f7bad79bc","Нет",,,,,,,,"04627175131030","1a6813b5-1c9e-43c3-947d-d65f3cacdfb8","Барабинский","7380440800887084","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:17:08","Молочная продукция","Новосибирская область","Новосибирская обл, Колыванский р-н, рп Колывань, ул Шоссейная, 16","95807380440802146145482","0104627175131030215'Le=r",,"","2025-06-15 12:12:00","5405475428","78c8adbb-b0a2-4134-8d1f-816c89524348","Нет",,,,,,,,"04627175131030","be82d64a-be3a-43d7-b125-14b45a328eaa","Колыванский","7380440802146145","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:13:28","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Карбышева, 2","153937380440801963245482","0104627175131030215g2OTi",,"","2025-06-15 12:05:00","5405475428","22343181-b33d-48aa-8b1b-fe190de04243","Нет",,,,,,,,"04627175131030","0e15c922-39b4-4688-b4e4-f91b320b7f03","Новосибирск","7380440801963245","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:06:37","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Плахотного, 2А, к 3","181057384440800123405482","0104627175131030215T-9if",,"","2025-06-15 11:56:00","5405475428","f5384dfe-beee-4b06-b367-158e50bbf820","Нет",,,,,,,,"04627175131030","2b698d07-d8b9-4580-8bd8-52b252e75808","Новосибирск","7384440800123405","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:06:37","Молочная продукция","Новосибирская область","Новосибирская обл, Коченевский р-н, рп Коченево, ул Ипподромская, 5","202477380440801336542482","0104627175131030215ZPa20",,"","2025-06-15 11:58:00","5405475428","27640edb-c0da-4555-a04d-1a827782e788","Нет",,,,,,,,"04627175131030","1895f83d-2f5a-431d-8f22-3c8ef6d5597c","Коченевский","7380440801336542","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:02:37","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Плахотного, 2А, к 3","445357384440800123753482","0104627175131030215VMp%d",,"","2025-06-15 11:54:00","5405475428","52ca2772-50b2-4f0f-84d8-1ec6c4a3d7ad","Нет",,,,,,,,"04627175131030","2b698d07-d8b9-4580-8bd8-52b252e75808","Новосибирск","7384440800123753","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:57:02","Молочная продукция","Новосибирская область","Новосибирская обл, Доволенский р-н, с Довольное, ул Мичурина, 1","90617384440800436734482","0104627175131030215Wx::H",,"","2025-06-15 11:52:00","5405475428","97b21dd9-0076-43af-a4e9-0ad86b34b34d","Нет",,,,,,,,"04627175131030","1a983ff2-a0f5-4432-b125-9e4f1a4954ad","Доволенский","7384440800436734","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:57:02","Молочная продукция","Новосибирская область","Новосибирская обл, Здвинский р-н, с Здвинск, ул Калинина, 95","500837380440700328503482","0104627175131030215rB5vF",,"","2025-06-15 11:52:00","5405475428","84ba6e29-4cc6-43e6-8f22-ae0ddfeaad83","Нет",,,,,,,,"04627175131030","99674136-ecc4-4571-ab95-6159260b4468","Здвинский","7380440700328503","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:54:46","Молочная продукция","Новосибирская область","Новосибирская обл, г Бердск, пер Промышленный, 2А","553917380440801033487482","0104627175131030215(mfHP",,"","2025-06-15 11:49:00","5405475428","66886e3d-7479-4efc-9297-d43a813c4538","Нет",,,,,,,,"04627175131030","1b7e1040-d6b6-44dc-92c7-23568ae78b00","Бердск","7380440801033487","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:51:08","Молочная продукция","Новосибирская область","Новосибирская обл, Колыванский р-н, рп Колывань, ул Шоссейная, 16","95727380440802146145482","0104631149767811215W><ug",,"","2025-06-15 11:49:00","5405475428","fcedfd98-4c4c-4d5b-8409-37b7c3d27a59","Нет",,,,,,,,"04631149767811","be82d64a-be3a-43d7-b125-14b45a328eaa","Колыванский","7380440802146145","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:51:07","Молочная продукция","Новосибирская область","Новосибирская обл, Сузунский р-н, рп Сузун, ул Строительная, 16А","61497380440801807306482","0104627175131030215+oMH:",,"","2025-06-15 11:47:00","5405475428","2fb9591c-0576-4a48-be87-0cc4e10e417d","Нет",,,,,,,,"04627175131030","71658687-2b2a-4560-a004-3487df317872","Сузунский","7380440801807306","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:51:07","Молочная продукция","Новосибирская область","Новосибирская обл, Новосибирский р-н, с Верх-Тула, ул Рабочая, 20","40607380440902230500482","0104627175131030215ips_F",,"","2025-06-15 11:47:00","5405475428","07f3c582-319a-49c0-9bb5-c9c8031e3199","Нет",,,,,,,,"04627175131030","2ca065e6-487d-4f59-a391-554db5ccf22d","Новосибирский","7380440902230500","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:51:07","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Арбузова, 2/2","232207380440801728938482","0104627175131030215HEElv",,"","2025-06-15 11:48:00","5405475428","13046100-66dd-44f0-a6c8-e1b17045aa47","Нет",,,,,,,,"04627175131030","b67609da-f60a-47b2-8ace-2770517832cb","Новосибирск","7380440801728938","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:50:16","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Нижегородская, 272","234167380440801033541482","0104627175131030215kdQaI",,"","2025-06-15 11:46:00","5405475428","b02cd954-565f-4276-bbf7-859217b052cf","Нет",,,,,,,,"04627175131030","430c8862-eb9a-4ded-b7c6-0cbdd58b3ff6","Новосибирск","7380440801033541","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:47:58","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Арбузова, 2/2","232187380440801728938482","0104627175131030215Hf9QH",,"","2025-06-15 11:43:00","5405475428","67e86f14-7dc8-4066-a9c1-cbcad67514ce","Нет",,,,,,,,"04627175131030","b67609da-f60a-47b2-8ace-2770517832cb","Новосибирск","7380440801728938","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:41:52","Молочная продукция","Новосибирская область","Новосибирская обл, Чановский р-н, рп Чаны, ул Герцена, 1Г","367327380440700299619482","0104627175131030215untWM",,"","2025-06-15 11:39:00","5405475428","9396fddf-2ae8-4924-9dfb-a905dcc4fdd3","Нет",,,,,,,,"04627175131030","11e25384-5eb1-4fd6-a8c9-8a58ec0674cf","Чановский","7380440700299619","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:40:08","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Арбузова, 2/2","190367380440801728883482","0104627175131030215:MmgT",,"","2025-06-15 11:35:00","5405475428","058d2dc9-f4ce-4624-aab7-e5ddaabc060e","Нет",,,,,,,,"04627175131030","b67609da-f60a-47b2-8ace-2770517832cb","Новосибирск","7380440801728883","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:40:08","Молочная продукция","Новосибирская область","Новосибирская обл, Тогучинский р-н, г Тогучин, ул Свердлова, 54","40897380440802145912482","0104627175131030215UdDSe",,"","2025-06-15 11:35:00","5405475428","f000a861-2e1d-49b3-a174-1340740ccfdd","Нет",,,,,,,,"04627175131030","bb1de211-8df4-4c74-94c1-9057a35617e9","Тогучинский","7380440802145912","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:40:08","Молочная продукция","Новосибирская область","Новосибирская обл, Черепановский р-н, г Черепаново, ул Спирякова, 224","50937380440902157716482","0104627175131030215TTtJ0",,"","2025-06-15 11:34:00","5405475428","2440592f-44c5-4ef8-94bd-bafb06ca5ef9","Нет",,,,,,,,"04627175131030","00d4c333-0f0a-4e9e-9625-32feddce4367","Черепановский","7380440902157716","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:33:59","Молочная продукция","Новосибирская область","Новосибирская обл, Куйбышевский р-н, г Куйбышев, ул Сиреневая, 8","123157384440800191416482","0104627175131030215&vkUQ",,"","2025-06-15 11:28:00","5405475428","44031a91-6abf-4bd9-9b2e-692575c6f620","Нет",,,,,,,,"04627175131030","37054959-d8fa-4ac4-81fa-807ef2027243","Куйбышевский","7384440800191416","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:31:42","Молочная продукция","Новосибирская область","Новосибирская обл, Тогучинский р-н, г Тогучин, ул Свердлова, 54","40817380440802145912482","0104627175131030215Udz&4",,"","2025-06-15 11:24:00","5405475428","b3107eb8-e3d1-4117-822a-aa3dac8518f1","Нет",,,,,,,,"04627175131030","bb1de211-8df4-4c74-94c1-9057a35617e9","Тогучинский","7380440802145912","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:31:42","Молочная продукция","Новосибирская область","Новосибирская обл, Тогучинский р-н, г Тогучин, ул Свердлова, 54","40817380440802145912482","0104627175131030215UDhdU",,"","2025-06-15 11:24:00","5405475428","a92abaee-49a3-477b-9644-fc4d1a345340","Нет",,,,,,,,"04627175131030","bb1de211-8df4-4c74-94c1-9057a35617e9","Тогучинский","7380440802145912","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:11:24","Молочная продукция","Новосибирская область","Новосибирская обл, Тогучинский р-н, г Тогучин, ул Свердлова, 54","40687380440802145912482","0104627175131030215v6VKl",,"","2025-06-15 11:05:00","5405475428","15070e29-b9ee-4108-bf38-667e5bc97685","Нет",,,,,,,,"04627175131030","bb1de211-8df4-4c74-94c1-9057a35617e9","Тогучинский","7380440802145912","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:04:10","Молочная продукция","Новосибирская область","Новосибирская обл, Черепановский р-н, г Черепаново, ул Спирякова, 224","42167380440902157725482","0104631149767811215&+lL'",,"","2025-06-15 11:00:00","5405475428","75ad1b61-c5c5-464d-aab6-e65c10049806","Нет",,,,,,,,"04631149767811","00d4c333-0f0a-4e9e-9625-32feddce4367","Черепановский","7380440902157725","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:04:10","Молочная продукция","Новосибирская область","Новосибирская обл, Здвинский р-н, с Здвинск, ул Калинина, 95","500687380440700328503482","0104631149767811215>WXHu",,"","2025-06-15 10:57:00","5405475428","9776ab67-855a-4903-9538-9a0b073a23d4","Нет",,,,,,,,"04631149767811","99674136-ecc4-4571-ab95-6159260b4468","Здвинский","7380440700328503","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:04:09","Молочная продукция","Новосибирская область","Новосибирская обл, Доволенский р-н, с Довольное, ул Мичурина, 1","79817384440800436905482","0104627175131030215qLGlm",,"","2025-06-15 10:59:00","5405475428","984d1fd8-2d75-47ca-8661-0fd66ff9c589","Нет",,,,,,,,"04627175131030","1a983ff2-a0f5-4432-b125-9e4f1a4954ad","Доволенский","7384440800436905","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:04:09","Молочная продукция","Новосибирская область","Новосибирская обл, Карасукский р-н, г Карасук, ул Кутузова, 8В","492647380440700616735482","0104627175131030215J04(B",,"","2025-06-15 10:59:00","5405475428","145853df-c4e9-4806-bd13-e7013b7e8d9e","Нет",,,,,,,,"04627175131030","bbc43035-35ff-4b35-9c05-4ccd81863f06","Карасукский","7380440700616735","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:04:09","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Плахотного, 2А, к 3","180917384440800123405482","0104627175131030215TA7Ha",,"","2025-06-15 10:59:00","5405475428","39408a99-4ead-4950-bbc1-c96d0381dbcd","Нет",,,,,,,,"04627175131030","2b698d07-d8b9-4580-8bd8-52b252e75808","Новосибирск","7384440800123405","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:04:09","Молочная продукция","Новосибирская область","Новосибирская обл, Тогучинский р-н, г Тогучин, ул Свердлова, 54","40617380440802145912482","0104627175131030215V7N!F",,"","2025-06-15 10:58:00","5405475428","61b968cb-6390-4dab-89d9-d062ec3af4eb","Нет",,,,,,,,"04627175131030","bb1de211-8df4-4c74-94c1-9057a35617e9","Тогучинский","7380440802145912","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:58:58","Молочная продукция","Новосибирская область","Новосибирская обл, Карасукский р-н, г Карасук, ул Кутузова, 8В","572307380440700615882482","0104631149767811215Z""Mq4",,"","2025-06-15 10:54:00","5405475428","59228336-de6d-4709-9c8d-4482169dd939","Нет",,,,,,,,"04631149767811","bbc43035-35ff-4b35-9c05-4ccd81863f06","Карасукский","7380440700615882","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:46:45","Молочная продукция","Новосибирская область","Новосибирская обл, г Искитим, ул Коротеева, 18","51937380440801963517482","0104627175131030215RX*aD",,"","2025-06-15 10:44:00","5405475428","f25e4508-cc36-4dad-8609-10d03656d10d","Нет",,,,,,,,"04627175131030","5a501fa5-6d36-47ce-a41e-ca4e00c28824","Искитим","7380440801963517","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:44:42","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул 9-й Гвардейской Дивизии, 11Б","430837380440800840182482","0104627175131030215+DBu(",,"","2025-06-15 10:39:00","5405475428","5eae4e68-147c-452c-8da9-3f190f4d4bab","Нет",,,,,,,,"04627175131030","94083569-21e8-44e1-9a5c-af627db8b107","Новосибирск","7380440800840182","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:44:39","Молочная продукция","Новосибирская область","Новосибирская обл, Черепановский р-н, г Черепаново, ул Спирякова, 224","50737380440902157716482","0104631149767811215&Z4xt",,"","2025-06-15 10:40:00","5405475428","cb14c890-9b66-4941-a0d8-63316988a251","Нет",,,,,,,,"04631149767811","00d4c333-0f0a-4e9e-9625-32feddce4367","Черепановский","7380440902157716","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:40:27","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Плахотного, 2А, к 3","180737384440800123405482","0104627175131030215t(<hJ",,"","2025-06-15 10:37:00","5405475428","601a52b3-663d-495c-a32d-cc2f1829c1b2","Нет",,,,,,,,"04627175131030","2b698d07-d8b9-4580-8bd8-52b252e75808","Новосибирск","7384440800123405","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:40:27","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Выборная, 219","105527380440802145953482","0104627175131030215IXgne",,"","2025-06-15 10:37:00","5405475428","3a8a1089-1474-44bc-a49f-baa605862ae2","Нет",,,,,,,,"04627175131030","d1541e19-41e8-41aa-a631-20d2dc687aca","Новосибирск","7380440802145953","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:40:27","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Арбузова, 2/2","231987380440801728938482","0104627175131030215h=4)*",,"","2025-06-15 10:37:00","5405475428","d2765ad3-c55f-4c82-8429-60b8449562f9","Нет",,,,,,,,"04627175131030","b67609da-f60a-47b2-8ace-2770517832cb","Новосибирск","7380440801728938","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:40:06","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Арбузова, 2/2","231977380440801728938482","0104627175131030215'sbMP",,"","2025-06-15 10:35:00","5405475428","8bb03be6-a604-4460-baad-5a103edba760","Нет",,,,,,,,"04627175131030","b67609da-f60a-47b2-8ace-2770517832cb","Новосибирск","7380440801728938","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:40:06","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Арбузова, 2/2","231977380440801728938482","0104627175131030215h>gO_",,"","2025-06-15 10:35:00","5405475428","e51948fd-8066-46ca-8c6a-5446014788c4","Нет",,,,,,,,"04627175131030","b67609da-f60a-47b2-8ace-2770517832cb","Новосибирск","7380440801728938","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:40:06","Молочная продукция","Новосибирская область","Новосибирская обл, Искитимский р-н, п Керамкомбинат, ул Школьная, 8","24857384440900660066482","0104627175131030215xYjME",,"","2025-06-15 10:35:00","5405475428","28990055-aaea-4144-8c74-787cd9076d08","Нет",,,,,,,,"04627175131030","b0e62e22-2fb1-4770-bbc8-2025aea22bed","Искитимский","7384440900660066","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:38:03","Молочная продукция","Новосибирская область","Новосибирская обл, Коченевский р-н, рп Коченево, ул Ипподромская, 5","206407380440801214944482","0104627175131030215YT*CF",,"","2025-06-15 10:32:00","5405475428","1edd3f86-a2bf-4b0d-8bbc-7288f2bd1efe","Нет",,,,,,,,"04627175131030","1895f83d-2f5a-431d-8f22-3c8ef6d5597c","Коченевский","7380440801214944","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:38:03","Молочная продукция","Новосибирская область","Новосибирская обл, Искитимский р-н, п Керамкомбинат, ул Школьная, 8","24847384440900660066482","0104627175131030215y,k7c",,"","2025-06-15 10:33:00","5405475428","ab52bbf8-fbc5-4e64-afb0-f123b27af9d8","Нет",,,,,,,,"04627175131030","b0e62e22-2fb1-4770-bbc8-2025aea22bed","Искитимский","7384440900660066","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:37:55","Молочная продукция","Новосибирская область","Новосибирская обл, Колыванский р-н, рп Колывань, ул Шоссейная, 16","95497380440802146145482","0104631149767811215Pr=ko",,"","2025-06-15 10:33:00","5405475428","61704aa8-aa87-487d-9f47-28286e49f037","Нет",,,,,,,,"04631149767811","be82d64a-be3a-43d7-b125-14b45a328eaa","Колыванский","7380440802146145","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:29:49","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Пролетарская, 165/1","127187380440801807081482","0104627175131030215H2c*&",,"","2025-06-15 10:25:00","5405475428","45b61fdd-3e79-4e01-ae08-29656e413e5b","Нет",,,,,,,,"04627175131030","5ab6f772-ce34-4ba3-93a0-540b77517ae8","Новосибирск","7380440801807081","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:29:49","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Пролетарская, 165/1","127187380440801807081482","0104627175131030215HJeYD",,"","2025-06-15 10:25:00","5405475428","859e5f7a-72ba-4d3a-aba0-d30dae4bcf4a","Нет",,,,,,,,"04627175131030","5ab6f772-ce34-4ba3-93a0-540b77517ae8","Новосибирск","7380440801807081","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:29:49","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Учительская, 66","14047384440900734874482","0104627175131030215GX0)D",,"","2025-06-15 10:24:00","5405475428","9a593093-7017-41d2-b4b6-425cb067137d","Нет",,,,,,,,"04627175131030","0a94f307-9e22-4186-b6c9-1499b4fbe602","Новосибирск","7384440900734874","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:29:49","Молочная продукция","Новосибирская область","Новосибирская обл, г Бердск, пер Промышленный, 2А","553837380440801033487482","0104627175131030215*ADVQ",,"","2025-06-15 10:22:00","5405475428","47bc7c99-d349-464d-adf4-75472ee4105e","Нет",,,,,,,,"04627175131030","1b7e1040-d6b6-44dc-92c7-23568ae78b00","Бердск","7380440801033487","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:26:35","Молочная продукция","Новосибирская область","Новосибирская обл, Искитимский р-н, п Керамкомбинат, ул Школьная, 8","24817384440900660066482","0104627175131030215TcjqN",,"","2025-06-15 10:21:00","5405475428","e6ccb7a9-6cb4-4d64-9aae-e6c341be783f","Нет",,,,,,,,"04627175131030","b0e62e22-2fb1-4770-bbc8-2025aea22bed","Искитимский","7384440900660066","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:25:03","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Пролетарская, 165/1","127167380440801807081482","0104627175131030215hC'xC",,"","2025-06-15 10:19:00","5405475428","cc61422a-98fd-4a86-90ef-34ac942017b8","Нет",,,,,,,,"04627175131030","5ab6f772-ce34-4ba3-93a0-540b77517ae8","Новосибирск","7380440801807081","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:25:03","Молочная продукция","Новосибирская область","Новосибирская обл, г Искитим, ул Кооперативная, 28","140037380440801963254482","0104627175131030215!G""nj",,"","2025-06-15 10:20:00","5405475428","36ebcf7b-cf4f-4af5-8480-3294c7d13d7c","Нет",,,,,,,,"04627175131030","b0eeab36-ffe8-4e84-9b04-c561442ac29d","Искитим","7380440801963254","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:21:18","Молочная продукция","Новосибирская область","Новосибирская обл, Искитимский р-н, п Керамкомбинат, ул Школьная, 8","47227384440900659842482","0104627175131030215XQ4_s",,"","2025-06-15 10:17:00","5405475428","8ffa3b09-f942-45b9-aebe-3ee088cc757a","Нет",,,,,,,,"04627175131030","b0e62e22-2fb1-4770-bbc8-2025aea22bed","Искитимский","7384440900659842","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:07:49","Молочная продукция","Новосибирская область","Новосибирская обл, Барабинский р-н, г Барабинск, ул Ермака, 12Б","545737380440800887084482","0104627175131030215qkr3k",,"","2025-06-15 10:05:00","5405475428","83abece1-97bf-45cc-a8f7-a40105538bb0","Нет",,,,,,,,"04627175131030","1a6813b5-1c9e-43c3-947d-d65f3cacdfb8","Барабинский","7380440800887084","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:07:17","Молочная продукция","Новосибирская область","Новосибирская обл, Черепановский р-н, г Черепаново, ул Спирякова, 224","50507380440902157716482","0104627175131030215TnUHP",,"","2025-06-15 10:03:00","5405475428","ea7472fe-f16b-4050-a16b-d090aff8ae27","Нет",,,,,,,,"04627175131030","00d4c333-0f0a-4e9e-9625-32feddce4367","Черепановский","7380440902157716","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:56:56","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул 9-й Гвардейской Дивизии, 11Б","430777380440800840182482","0104627175131030215JgR)*",,"","2025-06-15 09:54:00","5405475428","395da81b-28cb-41d8-8b60-36c5537c03d0","Нет",,,,,,,,"04627175131030","94083569-21e8-44e1-9a5c-af627db8b107","Новосибирск","7380440800840182","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:55:28","Молочная продукция","Новосибирская область","Новосибирская обл, г Новосибирск, ул Плотинная, 5/3","329997380440700552090482","0104627175131030215QgMf,",,"","2025-06-15 09:51:00","5405475428","5eff6497-02df-4dcb-b677-16c72e1af733","Нет",,,,,,,,"04627175131030","ebc08524-eda1-4575-8038-4e72ff0bd2e7","Новосибирск","7380440700552090","Да"
